conv_id	turn_index	modification_kind	base_id	id	category	prompt	syntax_valid	semantic_valid	error_category	error_detail	n_processes	expected_processes	matches_gt_steps	extra_steps	missing_steps	hallucinated_steps	included_steps	called_steps	ground_truth_steps	code_chars	code_lines	n_workflow_calls	turns	elapsed_s	llm_reply_excerpt	nextflow_code	ground_truth_code
MOD_RTY05_replace_typing_mlst_to_prokka_lis	1	replace	(generated)	MOD_RTY05_replace_typing_mlst_to_prokka_lis_t1	modification	mlst on Listeria monocytogenes from paired Illumina FASTQ (fastp + SPAdes + mlst).	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst	666	30	3	2	14.1	Your pipeline for MLST on *Listeria monocytogenes* from paired Illumina FASTQ data has been approved and will proceed as follows:\n\n1. **Preprocessing**: Trim raw reads using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assembly**: Assemble trimmed reads using SPAdes (`step_2AS_denovo__spades`).\n3. **T	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\n\n// --- GLOBALS ---\n\ndef mlstSchema = 'listeria_monocytogenes'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    rawreads = getSingleInput()\n\n    trimmed = step_1PP_trimming__fastp(rawreads).trimmed\n\n    assembly = step_2AS_denovo__spades(trimmed).assembled\n\n    step_4TY_MLST__mlst(assembly)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_MLST__mlst(assembled)\n}\n
MOD_RTY05_replace_typing_mlst_to_prokka_lis	2	replace	(generated)	MOD_RTY05_replace_typing_mlst_to_prokka_lis_t2	modification	Switch the downstream step from mlst to prokka.	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	741	29	3	2	11.7	Your updated pipeline for annotating *Listeria monocytogenes* from paired Illumina FASTQ data has been approved and will proceed as follows:\n\n1. **Preprocessing**: Trim raw reads using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assembly**: Assemble trimmed reads using SPAdes (`step_2AS_denovo__spade	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getInput } from '../functions/parameters.nf'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\n\ninclude { getEmpty } from '../functions/common.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef kingdom = 'Bacteria'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getInput())\n    assembly = step_2AS_denovo__spades(trimmed)\n    prokka_input = assembly.map { [ it[0], it[1], kingdom, '-', '-', getEmpty() ] }\n    step_4AN_genes__prokka(prokka_input)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_genes__prokka(assembled)\n}\n
MOD_RTY06_replace_typing_mlst_to_prokka_eco	1	replace	(generated)	MOD_RTY06_replace_typing_mlst_to_prokka_eco_t1	modification	mlst on Escherichia coli from paired Illumina FASTQ (fastp + SPAdes + mlst).	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst	step_2AS_denovo__spades, step_4TY_MLST__mlst, step_1PP_trimming__fastp	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_MLST__mlst	931	45	3	2	12.7	Pipeline approved. The following steps will be executed:\n\n1. **Preprocessing**: Trim paired Illumina FASTQ reads using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assembly**: Assemble the trimmed reads using `SPAdes` (`step_2AS_denovo__spades`).\n3. **Typing**: Perform MLST typing on the assembled gen	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\n\n// --- GLOBALS ---\n\ndef mlstSchema = 'ecoli'\n\ndef mlstExcludedSchemas = 'none'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_ecoli_mlst {\n    \n    take:\n        \n        trimmed\n        \n    \n    main:\n        trimmed.multiMap {\n            trimmed: it\n            assembly: [ it[0], it[1] ]\n        }.set { trimmedAndAssembly }\n\n        spades_out = step_2AS_denovo__spades(trimmedAndAssembly.trimmed)\n        step_4TY_MLST__mlst(spades_out.assembled)\n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getSingleInput())\n    wf_ecoli_mlst(trimmed)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_MLST__mlst } from '../steps/step_4TY_MLST__mlst'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_MLST__mlst(assembled)\n}\n
MOD_RTY06_replace_typing_mlst_to_prokka_eco	2	replace	(generated)	MOD_RTY06_replace_typing_mlst_to_prokka_eco_t2	modification	Switch the downstream step from mlst to prokka.	Y	Y	none		7	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	911	34	3	2	14.9	Pipeline approved. The following steps will be executed:\n\n1. **Preprocessing**: Trim paired Illumina FASTQ reads using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assembly**: Assemble the trimmed reads using `SPAdes` (`step_2AS_denovo__spades`).\n3. **Annotation**: Annotate the assembled genome using 	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\n\ninclude { getEmpty } from '../functions/common.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef kingdomEcoli = 'Bacteria'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    // Step 1: Trimming with fastp\n    trimmed = step_1PP_trimming__fastp(getSingleInput()).trimmed\n\n    // Step 2: De novo assembly with SPAdes\n    spades_out = step_2AS_denovo__spades(trimmed)\n\n    // Step 3: Genome annotation with Prokka\n    prokka_input = spades_out.assembled.map { [ it[0], it[1], kingdomEcoli, '-', '-', getEmpty() ] }\n    step_4AN_genes__prokka(prokka_input)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_genes__prokka(assembled)\n}\n
MOD_RTY07_replace_typing_chewbbaca_to_prokka_lis	1	replace	(generated)	MOD_RTY07_replace_typing_chewbbaca_to_prokka_lis_t1	modification	chewbbaca on Listeria monocytogenes from paired Illumina FASTQ (fastp + SPAdes + chewbbaca).	N	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	9	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_cgMLST__chewbbaca	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_cgMLST__chewbbaca	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_cgMLST__chewbbaca	1018	38	3	2	21.8	Pipeline approved! The detailed plan for the Architect Agent will be generated now.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_4TY_cgMLST__chewbbaca } from '../steps/step_4TY_cgMLST__chewbbaca'\n\n// --- GLOBALS ---\n\ndef genusSpecies = 'Listeria monocytogenes'\n\ndef chewbbacaSchema = 'l_mono_chewie_1748_220623'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    // Step 1: Input channel setup\n    Channel.fromPath(params.input_fastq)\n        .map { file -> [file.baseName, file] }\n        .groupTuple()\n        .map { name, files -> [name, files[0], files[1]] }\n        .set { reads }\n\n    // Step 2: Trimming with fastp\n    trimmed = step_1PP_trimming__fastp(reads)\n\n    // Step 3: De novo assembly with SPAdes\n    assembled = step_2AS_denovo__spades(trimmed)\n\n    // Step 4: cgMLST typing with chewbbaca\n    step_4TY_cgMLST__chewbbaca(assembled.assembled, genusSpecies, chewbbacaSchema)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_cgMLST__chewbbaca } from '../steps/step_4TY_cgMLST__chewbbaca'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_cgMLST__chewbbaca(assembled, param('genus_species'), optionalOrDefault('schema', ''))\n}\n
MOD_RTY07_replace_typing_chewbbaca_to_prokka_lis	2	replace	(generated)	MOD_RTY07_replace_typing_chewbbaca_to_prokka_lis_t2	modification	Switch the downstream step from chewbbaca to prokka.	N	N	no_code	http 500: {"detail":"unexpected '{' in field name"}	0	7	N		step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	0	0	0	1	2.1			nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_genes__prokka(assembled)\n}\n
MOD_RTY08_replace_typing_chewbbaca_to_abricate_sal	1	replace	(generated)	MOD_RTY08_replace_typing_chewbbaca_to_abricate_sal_t1	modification	chewbbaca on Salmonella enterica from paired Illumina FASTQ (fastp + SPAdes + chewbbaca).	Y	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	9	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_cgMLST__chewbbaca	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_cgMLST__chewbbaca	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_cgMLST__chewbbaca	721	30	3	2	13.2	Pipeline approved! The custom pipeline will include the following steps:\n\n1. **Preprocessing**: Trim paired Illumina FASTQ reads using `step_1PP_trimming__fastp`.\n2. **Assembly**: Assemble the trimmed reads using `step_2AS_denovo__spades`.\n3. **Typing**: Perform cgMLST typing using `step_4TY_cgMLST_	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { step_4TY_cgMLST__chewbbaca } from '../steps/step_4TY_cgMLST__chewbbaca'\n\n// --- GLOBALS ---\n\ndef genusSpecies = 'Salmonella_enterica'\n\ndef schema = 's_enterica_chewie_3255_210531'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getSingleInput())\n\n    assembly = step_2AS_denovo__spades(trimmed)\n\n    step_4TY_cgMLST__chewbbaca(assembly.assembled, genusSpecies, schema)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_cgMLST__chewbbaca } from '../steps/step_4TY_cgMLST__chewbbaca'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_cgMLST__chewbbaca(assembled, param('genus_species'), optionalOrDefault('schema', ''))\n}\n
MOD_RTY08_replace_typing_chewbbaca_to_abricate_sal	2	replace	(generated)	MOD_RTY08_replace_typing_chewbbaca_to_abricate_sal_t2	modification	Switch the downstream step from chewbbaca to abricate.	Y	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	833	33	3	2	16.2	Pipeline approved! The custom pipeline will include the following steps:\n\n1. **Preprocessing**: Trim paired Illumina FASTQ reads using `step_1PP_trimming__fastp`.\n2. **Assembly**: Assemble the trimmed reads using `step_2AS_denovo__spades`.\n3. **AMR Detection**: Perform AMR gene detection using `step	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef step1RisCd = '220308-020220308005121273-1PP_trimming-fastp'\n\ndef step2RisCd = '220308-020220308005121273-2AS_denovo-spades'\n\ndef step3RisCd = '220308-020220308005121273-4AN_AMR-abricate'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    rawreads = getSingleInput()\n    trimmed = step_1PP_trimming__fastp(rawreads.assembled).trimmed\n\n    assembly = step_2AS_denovo__spades(trimmed).assembled\n\n    step_4AN_AMR__abricate(assembly)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_AMR__abricate(assembled)\n}\n
MOD_RTY09_replace_typing_abricate_to_prokka_eco	1	replace	(generated)	MOD_RTY09_replace_typing_abricate_to_prokka_eco_t1	modification	abricate on Escherichia coli from paired Illumina FASTQ (fastp + SPAdes + abricate).	Y	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	788	38	3	2	21.8	Pipeline approved! The Nextflow DSL2 pipeline will include the following steps for **abricate on Escherichia coli from paired Illumina FASTQ**:\n\n1. **Preprocessing**: Trim raw reads using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assembly**: Assemble trimmed reads into contigs using `SPAdes` (`step	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef params = "${workflow.parameters}"\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\nworkflow wf_abricate_e_coli {\n    \n    take:\n        \n        reads\n        \n    \n    main:\n        trimmed = step_1PP_trimming__fastp(reads).trimmed\n        assembled = step_2AS_denovo__spades(trimmed).assembled\n        step_4AN_AMR__abricate(assembled)\n    \n}\n\n// --- ENTRYPOINT ---\nworkflow {\n    wf_abricate_e_coli(getSingleInput())\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_AMR__abricate(assembled)\n}\n
MOD_RTY09_replace_typing_abricate_to_prokka_eco	2	replace	(generated)	MOD_RTY09_replace_typing_abricate_to_prokka_eco_t2	modification	Switch the downstream step from abricate to prokka.	Y	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	1134	39	3	2	16.7	Pipeline approved! The Nextflow DSL2 pipeline will now include the following steps for **prokka annotation on Escherichia coli from paired Illumina FASTQ**:\n\n1. **Preprocessing**: Trim raw reads using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assembly**: Assemble trimmed reads into contigs using `S	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\n\ninclude { getEmpty } from '../functions/common.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef kingdom = 'Bacteria'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    // Step 1: Get paired Illumina FASTQ reads\n    reads = getSingleInput()\n\n    // Step 2: Trim reads with fastp\n    trimmed = step_1PP_trimming__fastp(reads).trimmed\n\n    // Step 3: Assemble trimmed reads with SPAdes\n    spades_out = step_2AS_denovo__spades(trimmed)\n\n    // Step 4: Annotate assembly with Prokka\n    // Prepare input for Prokka: [riscd, assembly, kingdom, riscd_ref, refid, refpath]\n    // Since no reference is provided, use empty values for refid and refpath\n    prokka_in = spades_out.assembled.map { [ it[0], it[1], kingdom, '-', '-', getEmpty() ] }\n    step_4AN_genes__prokka(prokka_in)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_genes__prokka(assembled)\n}\n
MOD_RTY10_replace_typing_prokka_to_abricate_sal	1	replace	(generated)	MOD_RTY10_replace_typing_prokka_to_abricate_sal_t1	modification	prokka on Salmonella enterica from paired Illumina FASTQ (fastp + SPAdes + prokka).	Y	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_genes__prokka	755	28	3	2	15.0	Pipeline approved. Proceeding with the construction of the Nextflow DSL2 pipeline for *Salmonella enterica* using paired Illumina FASTQ reads with **fastp**, **SPAdes**, and **Prokka**.	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\n\ninclude { getEmpty } from '../functions/common.nf'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\n// --- GLOBALS ---\n\ndef species = 'Salmonella enterica'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getSingleInput())\n    assembly = step_2AS_denovo__spades(trimmed)\n    prokka_out = step_4AN_genes__prokka(assembly.assembled.map { [ it[0], it[1], species, '-', '-', getEmpty() ] })\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_genes__prokka } from '../steps/step_4AN_genes__prokka'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_genes__prokka(assembled)\n}\n
MOD_RTY10_replace_typing_prokka_to_abricate_sal	2	replace	(generated)	MOD_RTY10_replace_typing_prokka_to_abricate_sal_t2	modification	Switch the downstream step from prokka to abricate.	N	N	no_code	no nextflow_code after max turns	0	7	N		step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4AN_AMR__abricate	0	0	0	4	135.6	The agent encountered an error.		nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4AN_AMR__abricate } from '../steps/step_4AN_AMR__abricate'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4AN_AMR__abricate(assembled)\n}\n
MOD_RTY11_replace_typing_flaA_to_mlst_cam	1	replace	(generated)	MOD_RTY11_replace_typing_flaA_to_mlst_cam_t1	modification	flaA on Campylobacter jejuni from paired Illumina FASTQ (fastp + SPAdes + flaA).	Y	N	silent_no_op	No process placeholders appeared. when: clause filtered everything?	0	7	Y				step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	step_1PP_trimming__fastp, step_2AS_denovo__spades, step_4TY_flaA__flaA	647	26	3	2	16.6	Pipeline approved. Proceeding with the construction of the pipeline for flaA typing on *Campylobacter jejuni* from paired Illumina FASTQ data using the following steps:\n\n1. **Preprocessing**: Trimming the Illumina reads using `fastp` (`step_1PP_trimming__fastp`).\n2. **Assembly**: De novo assembly of	nextflow.enable.dsl=2\n\n// --- IMPORTS ---\n\ninclude { getSingleInput } from '../functions/parameters.nf'\n\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\n\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\n\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\n\n// --- GLOBALS ---\n\ndef flaA_species = 'Campylobacter jejuni'\n\n// --- INLINE PROCESSES ---\n\n// --- SUB WORKFLOWS ---\n\n// --- ENTRYPOINT ---\nworkflow {\n    trimmed = step_1PP_trimming__fastp(getSingleInput())\n    assembled = step_2AS_denovo__spades(trimmed)\n    step_4TY_flaA__flaA(assembled.assembled, flaA_species)\n}	nextflow.enable.dsl=2\n\ninclude { getSingleInput; optionalOrDefault; param } from '../functions/parameters.nf'\ninclude { step_1PP_trimming__fastp } from '../steps/step_1PP_trimming__fastp'\ninclude { step_2AS_denovo__spades } from '../steps/step_2AS_denovo__spades'\ninclude { step_4TY_flaA__flaA } from '../steps/step_4TY_flaA__flaA'\nworkflow {\n    trimmed   = step_1PP_trimming__fastp(getSingleInput()).trimmed\n    assembled = step_2AS_denovo__spades(trimmed).assembled\n    step_4TY_flaA__flaA(assembled, param('genus_species'))\n}\n
